Object ID,APN - Assessor's Parcel Number,Full Address,Agency Owner Name,Agency Type,Use Type,Use Description,Zip Code,Tax Rate Area,Tax Rate City,Agency Class No,Use Code,Use Code 2,Design Type 1,Year Built,Effective Year,Units,Bedrooms,Bathrooms,Square Feet Main,Design Type 2,Year Built 2,Effective Year 2,Units 2,Bedrooms 2,Bathrooms 2,Square Feet Main 2,Design Type 3,Year Built 3,Effective Year 3,Units 3,Bedrooms 3,Bathrooms 3,Square Feet Main 3,Design Type 4,Year Built 4,Effective Year 4,Units 4,Bedrooms 4,Bathrooms 4,Design Type 5,Year Built 5,Effective Year 5,Units 5,Bedrooms 5,Bathrooms 5,Square Feet Main 5,Roll Year,Roll Land Value,Roll Improvement Value,Roll Pers Prop Value,Roll Fixture Value,Roll Home Owners Exemption,Roll Real Estate Exemption,Roll Pers Prop Exemption,Roll Fixture Exemption,Roll Land Base Year,Roll Imp Base Year,Quality Class 1,Quality Class 2,Quality Class 3,Quality Class 4,Quality Class 5,Spatial Change Date,Parcel Create Date,Parcel Type Code,Assessor Map,Assessor IndexMap,Legal Description Line 1,Legal Description Line 2,Legal Description Line 3,Legal Description Line 4,Legal Description Line 5,Legal Description Line Last,Shape,CENTER LON,CENTER X,CENTER Y,Location 1,LAT LON
"8,190",6233-029-270,,L A  City Dept of Water & Power,LADWP,Government,Government Parcel,,3344,SOUTH GATE,236924,880V,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,"46,217",0,0,0,0,0,0,0,"1,978","1,978",,,,,,,0,0,6233-029,6233-NDX,LICENSED SURVEYOR'S MAP AS PER BK 24,PG 33 TO 42 OF L S   LOT COM AT SW COR,OF LOT 33 TH SE ON SW LINE OF SD LOT,"97.71 FT TH N 9¢47'53"" E TO NE LINE OF",SEE ASSESSOR MAPBOOK FOR MISSING PORTION,LOT   33,33,-118,"6,508,946","1,797,625",,"33.931848, -118.173795"
"8,170",6231-008-273,,L A  City Dept of Water & Power,LADWP,Commercial,Commercial,,3331,DOWNEY,236924,100V,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,"3,606",0,0,0,0,0,0,0,"1,978","1,978",,,,,,1355478411000,0,2,6231-008,6231-NDX,ANDREWS AND MUSSACHIA LAND IN RANCHO,SANTA GERTRUDES   THAT PART OF T/L EASE,(PER O R 14029-389) LYING NW OF A LINE,PARALLEL WITH AND DIST NW AT R/A 40 FT,FROM NW LINE OF TR NO 15475 OF,LOT   11,33,-118,"6,513,528","1,803,345",,"33.947585, -118.158720"
"3,076",3077-002-281,,L A City,LA City,Government,Government Parcel,,4692,unincorporated,236004,880V,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,"23,673",0,0,0,0,0,0,0,"1,978","1,978",,,,,,,0,0,3077-002,3077-NDX,N 1/2 OF S 1/2 OF S 1/2 OF S 1/2 OF,NE 1/4 (EX OF ST) OF,,,,SEC    7 T   6N R 10W,34,-117,"6,569,467","2,049,702",,"34.624641, -117.974068"
"8,880",7426-029-912,,L A City,LA City,Industrial,Industrial,,400,LOS ANGELES,236000,300V,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,1350548118000,20070625,2,7426-029,7426-NDX,UND 1/2 INT IN LOT 2 AND POR OF LOT 3,,,,,TR=13038 AND POR OF LOT 1 TR=12257,33,-118,"6,488,720","1,748,113",,"33.795684, -118.240079"
"3,588",3380-002-283,,L A City,LA City,Government,Government Parcel,,3459,unincorporated,236004,880V,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,"48,624",0,0,0,0,0,0,0,"1,978","1,978",,,,,,,0,0,3380-002,3380-NDX,*N 1/2 OF LOT 1 IN SW 1/4 OF,,,,,SEC    6 T   6N R 10W,34,-117,"6,567,451","2,054,125",,"34.636795, -117.980767"
629,2317-013-901,,L A  City Dept of Water & Power,LADWP,Government,Government Parcel,,13,LOS ANGELES,236920,8800,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,,0,0,2317-013,2317-NDX,TRACT NO 6381   LOT COM AT INTERSECTION,OF NE LINE OF 150 FT T/L (PER DDS 6268-,158) WITH N LINE OF RUNNYMEDE ST TH NW,ON SD NE LINE TO E LINE OF LAUREL,SEE ASSESSOR MAPBOOK FOR MISSING PORTION,LOT    4,34,-118,"6,441,883","1,897,585",,"34.206000, -118.396169"
"7,572",5678-018-270,,L A  City Dept of Water & Power,LADWP,Residential,Single,,4049,GLENDALE,236924,010V,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,"2,386",0,0,0,0,0,0,0,"1,978","1,978",,,,,,1196238186000,0,0,5678-018,5678-NDX,TRACT NO 7160   LOT COM N ON E LINE OF,LOT A 118.55 FT FROM SE COR OF SD LOT,TH S 80¢51' W 100.45 FT TH N 3¢45' W,204.51 FT TH N 80¢51' E TO SD E LINE,TH S THEREON 204.51 FT TO BEG  PART OF,LOT    A,34,-118,"6,490,409","1,868,792",,"34.127299, -118.235452"
"10,172",3025-049-285,,L A City,LA City,Government,Government Parcel,,7048,unincorporated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"34.619688, -118.048302"
"5,458",4379-026-902,,L A City S by S,LA City,Government,Government Parcel,,67,LOS ANGELES,236009,8800,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,,0,0,4379-026,4379-NDX,TRACT NO 1033 LOTS 15 AND,,,,,LOT   16 BLK  103,34,-118,"6,424,856","1,864,017",,"34.113562, -118.451981"
"9,451",7442-023-901,,L A City S by S,LA City,Government,Government Parcel,,14,LOS ANGELES,236009,8800,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,,0,0,7442-023,7442-NDX,*TR=25153(EX OF ST),,,,,LOT  233,33,-118,"6,472,374","1,734,839",,"33.759089, -118.293749"
"9,991",3025-049-289,,L A City,LA City,Government,Government Parcel,,7048,unincorporated,236004,880V,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,"3,264",0,0,0,0,0,0,0,"1,986","1,986",,,,,,,0,0,3025-049,3025-NDX,E 1/2 OF SE 1/4 OF SW 1/4 OF SW 1/4 OF,,,,,SE 1/4 (EX OF ST) OF SEC 9 T6N R11W,34,-118,"6,547,261","2,046,996",,"34.617197, -118.047877"
"1,972",2849-002-281,,L A  City Dept of Water & Power,LADWP,Government,Government Parcel,,11906,SANTA CLARITA,236924,880V,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,"1,300,327",0,0,0,0,0,0,0,"1,993","1,993",,,,,,1387288712000,19921015,0,2849-002,2849-NDX,FOR DESC SEE ASSESSOR'S MAPS POR NE 1/4,,,,,"AND POR LOTS 2,4 AND 5 SEC 13 T4N R16W",34,-118,"6,409,235","1,980,439",,"34.433266, -118.505523"
"4,375",4128-008-923,"5418 W 94TH ST LOS ANGELES CA 90045
(33.950785, -118.374363)",L A City Airport,LAX,Residential,Single,90045-5029,302,LOS ANGELES,236890,100,1,112,1948,1949,1,2,2,"1,229",,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,D55B,,,,,1128935191000,20000711,0,4128-008,4128-NDX,TR=14225 LOT 159,,,,,,33,-118,"6,447,961","1,804,601","5418 W 94TH ST
LOS ANGELES CA
(33.950785, -118.374363)","33.950558, -118.374920"
385,2227-021-900,,L A City,LA City,Government,Government Parcel,,16,LOS ANGELES,236000,8800,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,,0,0,2227-021,2227-NDX,TRACT # 15968 LOT   79,,,,,,34,-118,"6,408,160","1,895,618",,"34.200178, -118.507666"
"1,993",3022-005-277,VAC/AVE P8/VIC 20TH STE PALMDALE CA 93550,L A City,LA City,Government,Government Parcel,93550,7027,unincorporated,236004,880V,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,"12,121",0,0,0,0,0,0,0,"1,978","1,978",,,,,,,0,0,3022-005,3022-NDX,"LAND DES IN DOC 1537, 74-10-22   LOT ON",S LINE OF NE 1/4 OF SEC 24 T 6N R 12W,COM W THEREON 160 FT FROM W LINE OF,20TH ST E TH W ON SD S LINE 200 FT,SEE ASSESSOR MAPBOOK FOR MISSING PORTION,SEC   24 T   6N R 12W,34,-118,"6,532,995","2,039,039","VAC/AVE P8/VIC 20TH STE
PALMDALE CA","34.595305, -118.095272"
"2,074",3022-031-274,,L A City,LA City,Government,Government Parcel,,7048,unincorporated,236004,880V,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,"27,336",0,0,0,0,0,0,0,"1,978","1,978",,,,,,,0,0,3022-031,3022-NDX,N 1/2 OF NW 1/4 OF SE 1/4 OF SW 1/4 OF,,,,,SEC   17 T   6N R 11W,34,-118,"6,540,347","2,042,687",,"34.605347, -118.070848"
"7,952",6121-003-902,,L A  City Dept of Water & Power,LADWP,Government,Government Parcel,,19,LOS ANGELES,236920,8800,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,,19891030,0,6121-003,6121-NDX,DUCAZAU TR FOR DESC SEE ASSESSOR'S MAPS,,,,,POR OF LOT 8,33,-118,"6,475,390","1,778,332",,"33.878625, -118.284232"
"2,077",3022-031-277,,L A City,LA City,Government,Government Parcel,,7048,unincorporated,236004,880V,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,"27,336",0,0,0,0,0,0,0,"1,978","1,978",,,,,,,0,0,3022-031,3022-NDX,N 1/2 OF SW 1/4 OF NE 1/4 OF SW 1/4,,,,,OF SEC   17 T   6N R 11W,34,-118,"6,540,346","2,043,353",,"34.607176, -118.070853"
"2,042",3022-010-282,VAC/VIC 32ND STE/VIC AVE P10 PALMDALE CA 93550,L A City,LA City,Government,Government Parcel,93550,7024,unincorporated,236004,880V,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,"27,707",0,0,0,0,0,0,0,"1,982","1,982",,,,,,,0,0,3022-010,3022-NDX,*TR=RECORD OF SURVEY AS PER BK 70 P 21,,,,,OF R S LOT   18,34,-118,"6,540,381","2,037,611","VAC/VIC 32ND STE/VIC AVE P10
PALMDALE CA","34.591400, -118.070724"
"1,263",2561-023-910,,L A City S by S,LA City,Government,Government Parcel,,13,LOS ANGELES,236009,8800,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,,0,0,2561-023,2561-NDX,OFFICIAL MAP OF LOS ANGELES COUNTY AS,PER BK 3 PG 32 TO 37 OF O M,,,,LOT  680 DIV 114 REG 18,34,-118,"6,463,373","1,909,262",,"34.238300, -118.325218"
"4,927",4129-026-911,,L A City,LA City,Government,Government Parcel,,68,LOS ANGELES,236000,8862,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,,19880408,0,4129-026,4129-NDX,TR=24903 LOT 3,,,,,,33,-118,"6,431,706","1,800,092",,"33.937989, -118.428451"
"2,911",3047-008-286,,L A  City Dept of Water & Power,LADWP,Residential,Single,,4661,unincorporated,236924,010V,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,"6,243",0,0,0,0,0,0,0,"1,985","1,985",,,,,,,0,0,3047-008,3047-NDX,N 1/2 OF N 1/2 OF SW 1/4 OF NE 1/4 OF,,,,,NE 1/4 OF SEC   20 T   5N R 10W,34,-117,"6,578,594","2,008,657",,"34.511845, -117.943808"
"5,285",4371-025-902,,L A City S by S,LA City,Government,Government Parcel,,67,LOS ANGELES,236009,8800,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,,0,0,4371-025,4371-NDX,TRACT NO 1033 LOT   21 BLK    4,,,,,,34,-118,"6,428,935","1,856,684",,"34.093462, -118.438401"
"5,671",4490-011-900,,L A City,LA City,Government,Government Parcel,,67,LOS ANGELES,236000,8800,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,,0,0,4490-011,4490-NDX,OFFICIAL MAP OF LOS ANGELES COUNTY AS,PER BK 1 PG 76-92 OF O M   THAT PART,DESC IN DOC NO 1401 3-9-56 OF,,,LOT    4 DIV   1 REG 36,34,-118,"6,406,637","1,867,377",,"34.122555, -118.512228"
"5,518",4382-024-900,,L A City,LA City,Government,Government Parcel,,67,LOS ANGELES,236000,8800,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,,0,0,4382-024,4382-NDX,"TRACT NO 1000   LOT COM N 21¢58'05"" W",214.11 FT FROM SW COR OF LAND DESC IN,"DOC NO 804, 11-13-56 TO DEAN BEAUMONT","TH N 73¢48'02"" E 143.53 FT TH N 33¢",SEE ASSESSOR MAPBOOK FOR MISSING PORTION,LOT 1108,34,-118,"6,428,180","1,870,263",,"34.130765, -118.441092"
"3,485",3261-029-271,,,,Irrigated Farm,Desert,,9561,unincorporated,,580V,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,10,0,0,0,0,0,0,0,"2,015","2,015",,,,,,1422261191000,20141219,0,3261-029,3261-NDX,TR=29945 FOR DESC SEE ASSESSOR'S MAPS,,,,,POR OF LOT 110,34,-118,"6,459,165","2,110,378",,"34.790889, -118.341399"
"6,741",5307-023-915,,L A City,LA City,Residential,Single,,4,LOS ANGELES,236000,010V,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,1266319390000,20091201,0,5307-023,5307-NDX,TR=35022 LOT 15,,,,,,34,-118,"6,509,261","1,857,787",,"34.097166, -118.173098"
"8,632",7414-003-900,,L A  City Dept of Water & Power,LADWP,Government,Government Parcel,,400,LOS ANGELES,236920,880V,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,,0,0,7414-003,7414-NDX,TRACT NO 909   (EX OF STS),,,,,LOT   53,33,-118,"6,476,407","1,749,014",,"33.798073, -118.280612"
"5,107",4256-011-902,"11214 EXPOSITION BLVD LOS ANGELES CA 90064
(34.035091, -118.434874)",L A City,LA City,Industrial,Industrial,90064-3117,67,LOS ANGELES,236000,300V,30,2710,2013,2013,0,0,0,"114,750",,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,BX,,,,,,19881229,0,4256-011,4256-NDX,RANCHO LA BALLONA   POR OF MANUEL,,,,,"VALENZUELA 184,14 ACALLOT",34,-118,"6,429,837","1,835,245","11214 EXPOSITION BLVD
LOS ANGELES CA
(34.035091, -118.434874)","34.034563, -118.435115"
565,2305-032-902,,L A City S by S,LA City,Government,Government Parcel,,13,LOS ANGELES,236009,8800,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,,0,0,2305-032,2305-NDX,TRACT NO 22260 LOT   58,,,,,,34,-118,"6,437,254","1,899,098",,"34.210105, -118.411498"
"5,102",4255-019-901,,L A City S by S,LA City,Government,Government Parcel,,67,LOS ANGELES,236009,8800,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,,0,0,4255-019,4255-NDX,TRACT # 12382 LOT  105,,,,,,34,-118,"6,433,614","1,836,065",,"34.036860, -118.422660"
"10,051",5271-011-270,,L A  City Dept of Water & Power,LADWP,Government,Government Parcel,,8003,unincorporated,236924,880V,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,502,0,0,0,0,0,0,0,"1,978","1,978",,,,,,1343727837000,0,0,5271-011,5271-NDX,RANCHO PASO DE BARTOLO PARTITIONED BY,DECREE IN S C C NO 20613   T/L EASE,(PER OR 14737-154 AND OR 15103-140) THAT,PART OUTSIDE PICO RIVERA CITY OF LOT COM,SEE ASSESSOR MAPBOOK FOR MISSING PORTION,PART OF LOT   38,34,-118,"6,537,672","1,828,636",,"34.017159, -118.079178"
"9,410",7440-025-908,,L A City,LA City,Government,Government Parcel,,14,LOS ANGELES,236000,880V,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,1129901393000,19960302,0,7440-025,7440-NDX,PORT OF LOS ANGELES MAP NO 1-1241 FOR,,,,,DESC SEE ASSESSOR'S MAPS,33,-118,"6,474,086","1,732,272",,"33.752050, -118.288093"
"5,750",5020-033-905,,L A City S by S,LA City,Government,Government Parcel,,212,LOS ANGELES,236009,8800,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,,0,0,5020-033,5020-NDX,TRACT NO 2628 S 7.5 FT OF E 43 FT OF,,,,,LOT   14,34,-118,"6,473,726","1,825,354",,"34.007820, -118.290164"
"8,408",7160-003-289,,L A  City Dept of Water & Power,LADWP,Residential,Single,,7191,LAKEWOOD,236924,010V,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,"28,615",0,0,0,0,0,0,0,"1,993","1,993",,,,,,1343719214000,19930527,0,7160-003,7160-NDX,TR=12673 N 100 FT OF LOT 248,,,,,,33,-118,"6,517,952","1,774,498",,"33.868336, -118.143995"
"7,556",5594-018-902,"3934 RIGALI AVE LOS ANGELES CA 90039
(34.127784, -118.27073)",L A City,LA City,Recreational,Recreational,90039-1314,13,LOS ANGELES,236000,6000,60,6000,1929,1935,0,0,0,"8,386",6000,"1,937","1,937",0,0,0,"2,700",,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,DX,DX,,,,1111496077000,19881021,0,5594-018,5594-NDX,FOR DESC SEE ASSESSOR'S MAPS,,,,,,34,-118,"6,479,744","1,868,838","3934 RIGALI AVE
LOS ANGELES CA
(34.127784, -118.27073)","34.127354, -118.270692"
"7,630",6006-015-900,,L A City,LA City,Government,Government Parcel,,6659,LOS ANGELES,236000,8800,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,,0,0,6006-015,6006-NDX,THE MCCARTHY COMPANY'S GREATER,"LOS ANGELES TRACT LOTS 1,2 AND",,,,LOT    3 BLK    2,33,-118,"6,478,725","1,815,666",,"33.981235, -118.273582"
"2,707",3028-014-271,,L A City,LA City,Government,Government Parcel,,4692,unincorporated,236004,880V,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,"12,748",0,0,0,0,0,0,0,"1,978","1,978",,,,,,1080114494000,0,0,3028-014,3028-NDX,W 1/2 OF E 1/2 OF SW 1/4 OF NW 1/4 OF,,,,,SEC   20 T   6N R 10W,34,-117,"6,574,383","2,039,403",,"34.596337, -117.957744"
"7,415",5567-031-900,,L A City S by S,LA City,Residential,Single,,67,LOS ANGELES,236009,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,,0,0,5567-031,5567-NDX,MERRYWOOD THAT PART SW OF NE 25 FT,MEASURED ON SE LINE OF,,,,LOT    8,34,-118,"6,448,490","1,863,619",,"34.112737, -118.373899"
"4,619",4128-020-911,"5422 W 99TH ST LOS ANGELES CA 90045
(33.94699, -118.376126)",L A City Airport,LAX,Residential,Single,90045-5720,302,LOS ANGELES,236890,100,1,120,1949,1955,1,2,2,"1,358",,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,D6B,,,,,1086267148000,20040304,0,4128-020,4128-NDX,TR=14159 LOT 146,,,,,,33,-118,"6,447,584","1,803,217","5422 W 99TH ST
LOS ANGELES CA
(33.94699, -118.376126)","33.946752, -118.376145"
"3,819",3388-016-273,"41220 77TH ST E LANCASTER CA 93552
(34.631727, -117.991864)",L A City,LA City,Industrial,Industrial,93552,3443,unincorporated,236004,300V,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,"10,899",0,0,0,0,0,0,0,"1,978","1,978",,,,,,,0,0,3388-016,3388-NDX,"LAND DES IN DOC NO 1042, 74-3-28",RECORD OF SURVEY AS PER BK 74 PG 41 OF,,,,R S LOT   15,34,-117,"6,564,296","2,052,280","41220 77TH ST E
LANCASTER CA
(34.632898, -117.813925)","34.631727, -117.991259"
"3,155",3077-009-288,,L A City,LA City,Government,Government Parcel,,4708,PALMDALE,236004,880V,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,"1,360",0,0,0,0,0,0,0,"1,982","1,982",,,,,,,0,0,3077-009,3077-NDX,*S 1/2 OF SW 1/4 OF SW 1/4 OF NW 1/4 OF,,,,,SW 1/4 OF SEC    9 T   6N R 10W,34,-117,"6,576,348","2,049,043",,"34.622822, -117.951198"
"6,734",5307-023-908,,L A City,LA City,Residential,Single,,4,LOS ANGELES,236000,010V,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,1266319356000,20091201,0,5307-023,5307-NDX,TR=35022 LOT 8,,,,,,34,-118,"6,509,621","1,857,961",,"34.097644, -118.171909"
"5,158",4294-003-901,,L A City,LA City,Residential,Single,,67,LOS ANGELES,236000,010V,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,,19991013,0,4294-003,4294-NDX,SILVER STRAND LOT K,,,,,,33,-118,"6,422,371","1,812,473",,"33.971897, -118.459413"
"1,058",2501-010-900,,L A City,LA City,Residential,Single,,16,LOS ANGELES,236000,010V,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,,0,0,2501-010,2501-NDX,TR=36963 LOT    A,,,,,,34,-118,"6,421,162","1,936,749",,"34.313374, -118.465299"
14,2014-008-900,,L A City,LA City,Government,Government Parcel,,16,LOS ANGELES,236000,8800,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,,0,0,2014-008,2014-NDX,TRACT NO 1000 THAT PART EX OF ST E OF,CHATSWORTH CREEK PER FM12020-2 OF,,,,N 170 FT OF LOT 1040,34,-118,"6,371,747","1,902,668",,"34.218986, -118.628233"
964,2415-020-900,,L A City,LA City,Government,Government Parcel,,42,LOS ANGELES,236000,8800,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,,0,0,2415-020,2415-NDX,*TR=PROPERTY OF THE LANKERSHIM RANCH,"LAND AND WATER CO*LOT COM N 88¢55'10"" E",6.25 FT FROM SE COR OF LOT 13 TR NO,"18307 TH N 88¢55'10"" E 30 FT TH N PARA-",SEE ASSESSOR MAPBOOK FOR MISSING PORTION,TO BEG  POR OF LOT  141,34,-118,"6,451,333","1,885,948",,"34.174122, -118.364774"
"7,548",5593-029-900,,L A City,LA City,Government,Government Parcel,,13,LOS ANGELES,236000,8800,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,1111495429000,0,0,5593-029,5593-NDX,TRACT # 5673 LOT 4 AND W 44.25 FT OF,,,,,LOT    5,34,-118,"6,479,437","1,872,209",,"34.136614, -118.271738"
"5,573",4412-011-900,,L A City,LA City,Government,Government Parcel,,67,LOS ANGELES,236000,8800,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,1087802813000,0,0,4412-011,4412-NDX,TRACT NO 9300  5.53 MORE OR LESS ACS COM,AT SE COR OF LOT 25 BLK 19 TH NE TO,MOST N COR OF LAND DESC IN DOC,NO 3316 5-2-57 TO PALISADES EROSION,SEE ASSESSOR MAPBOOK FOR MISSING PORTION,LOT    B,34,-118,"6,402,273","1,837,557",,"34.040555, -118.526130"
"9,700",8383-017-901,,L A City,LA City,Government,Government Parcel,,5063,SAN DIMAS,236000,880V,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,,0,0,8383-017,8383-NDX,*TR=34111 LOT   17,,,,,,34,-117,"6,611,099","1,861,168",,"34.106469, -117.836700"
"1,974",2849-004-271,,L A  City Dept of Water & Power,LADWP,Government,Government Parcel,,347,SANTA CLARITA,236924,880V,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,"71,448",0,0,0,0,0,0,0,"1,985","1,985",,,,,,,0,0,2849-004,2849-NDX,FOR DESC SEE ASSESSOR'S MAPS*POR OF,,,,,SE 1/4 OF SEC 12 T 4N R 16W,34,-118,"6,408,678","1,983,190",,"34.440820, -118.507418"
842,2381-026-903,,L A  City Dept of Water & Power,LADWP,Government,Government Parcel,,13,LOS ANGELES,236920,8800,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,,0,0,2381-026,2381-NDX,*LOT COM AT SE COR OF LOT 103 TR NO,24676 TH N AND FOLLOWING BDRY LINE,OF SD LOT TO E LINE OF LAND DESC IN,OR 17473-266 TO L A CITY TH S AND,SEE ASSESSOR MAPBOOK FOR MISSING PORTION,RANCH LAND AND WATER CO,34,-118,"6,446,610","1,868,770",,"34.126871, -118.380173"
"7,468",5577-035-900,,L A City,LA City,Government,Government Parcel,,13,LOS ANGELES,236000,8800,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,,0,0,5577-035,5577-NDX,0.19 MORE OR LESS AC COM AT SE COR OF,NE 1/4 OF SE 1/4 OF SEC 34 T 1N R 14W TH,N TO S LINE OF TR NO 25220 TH W THEREON,TO S LINE OF SD NE 1/4 OF SE 1/4 TH E,TO BEG PART OF NE 1/4 OF SE 1/4 OF,SEC   34 T   1N R 14W,34,-118,"6,462,660","1,867,480",,"34.123481, -118.327128"
"1,864",2834-024-273,,L A  City Dept of Water & Power,LADWP,Residential,Single,,342,SANTA CLARITA,236924,010V,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,"16,930",0,0,0,0,0,0,0,"1,978","1,978",,,,,,1419242388000,0,0,2834-024,2834-NDX,TRACT NO 1274   THAT PART SE OF A LINE,PARALLEL WITH AND DIST NW AT R/A 25 FT,"FROM A LINE WHICH EXTENDS S 32¢25'16"" W","679.17 FT AND S 24¢18'50"" W FROM A PT",SEE ASSESSOR MAPBOOK FOR MISSING PORTION,LOT  137,34,-118,"6,409,694","1,963,375",,"34.386384, -118.503718"
"1,097",2506-034-900,,L A City S by S,LA City,Government,Government Parcel,,16,LOS ANGELES,236009,8800,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,,0,0,2506-034,2506-NDX,TRACT NO 5909   SW 150 FT OF NE,,,,,200 FT OF LOT   14,34,-118,"6,423,827","1,931,308",,"34.298455, -118.456392"
"5,782",5029-020-274,,L A  City Dept of Water & Power,LADWP,Residential,Single,,1159,unincorporated,236924,010V,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,"64,919",0,0,0,0,0,0,0,"1,978","1,978",,,,,,,0,0,5029-020,5029-NDX,RF 532*FOR DESC SEE ASSESSOR'S MAPS,,,,,,34,-118,"6,450,362","1,823,629",,"34.002870, -118.367232"
